name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Costa Rica Yellow Honey Lot Kinka Bear,Kakalove Cafe,Medium-Light,Taiwan,Costa Rica,Guji Zone,3.54,94,October 2020,evaluated as espresso crisply sweettart bright and juicy pomegranate tangerine zest dark chocolate hazelnut butter sandalwood in aroma and small cup full syrupy mouthfeel crisply sweet finish with notes of dark chocolate and tangerine zest in three parts milk both chocolate and citrus notes are lifted and enlivened,processed by the yellow honey method with all honey processing methods some sweet pulp or fruit flesh honey is allowed to adhere to the beans during drying in the yellow honey variation a thin layer of pulp is allowed to dry on the beans more than with white honey but less than is the case with red or black honey kakalove caf is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,a fine costa rica coffee roasted for espresso tart and hightoned in the straight shot chocolaty and citrusy in milk
San Diego Natural,JBC Coffee Roasters,Medium-Light,United States,Tarrazu,Costa Rica,5.26,95,October 2020,cleanly fruitforward hightoned strawberry guava lemon verbena cocoa nib freesia myrrh in aroma and cup sweettart structure with bright juicy acidity viscous syrupy mouthfeel resonant fruitdriven finish with notes of strawberry guava lemon verbena and cocoa nib far into the long,grown by smallholding farmers in the admired tarrazu region of costa rica and processed by the natural method at beneficio san diego jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a clean gorgeous naturalprocessed costa rica cup bright juicy fruittoned without a hint of ferment
Buna Boka #1,JBC Coffee Roasters,Medium-Light,United States,Idamo (Also Sidama) Growing Region,South-Central Ethiopia,5.51,94,October 2020,floral bright citrusy balanced star jasmine cocoa nib tangerine zest caramel cedar in aroma and cup balanced sweetly tart structure with lively acidity delicate silky mouthfeel the finish centers around jasminelike floral notes,southern ethiopia coffees like this one are produced from distinctive traditional ethiopian landrace varieties of arabica long grown in the region this lot was processed by the wet or washed method fruit skin and pulp are removed before drying jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a complex compelling washed sidama cup with spicy floral notes and bittersweet citrus tones
El Jardin,JBC Coffee Roasters,Medium-Light,United States,Antioquia,Colombia,12.35,94,October 2020,big bright juicy balanced sticky rice lychee hazelnut cocoa nib narcissus in aroma and cup richly sweet structure with vibrant tangy acidity very syrupy mouthfeel the flavorladen finish leads with lychee and hazelnut with undertones of cocoa nib,produced by luis alvaro vargas entirely from trees of the caturra chiroso variety of arabica and processed by the washed method jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,firstplace prize winner in antioquia colombias best cup competition and imported by coffee for peace an organization dedicated to ending drug trafficking in colombia
Ethiopia Shantawene,Jaunt Coffee Roasters,Light,United States,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,6.47,92,October 2020,sweetly herbaceous citrusy marjoram lemon verbena cocoa nib freesia maple syrup in aroma and cup sweetsavory structure with crisp winey acidity satiny mouthfeel the finish leads with sweet herb notes supported by cocoa nib,southern ethiopia coffees like this one are produced from distinctive traditional ethiopian landrace varieties of arabica long grown in the region this lot was processed by the wet or washed method fruit skin and pulp are removed before drying jaunt coffee roasters is a san diegobased roaster and caf with an extensive coffee and food menu visit wwwjauntcoffeecom for more information,a pretty delicate but confident sidama cup with a clean washedprocess profile particularly animated by spice tones
Monte Alban,JBC Coffee Roasters,Medium-Light,United States,Oaxaca,Mexico,5.88,92,October 2020,crisply sweet nuttoned almond brittle tart pie cherry magnolia baking chocolate oak in aroma and cup sweet structure with pert acidity satinysmooth mouthfeel the finish consolidates to baking chocolate pie cherry and oak,produced by smallholding farmers in the oaxaca region of mexico from trees of the bourbon and typica varieties of arabica and processed by the washed method jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a friendly chocolatetoned oaxaca cup with a sweet almond throughline
Colombia Antioqiua,Jaunt Coffee Roasters,Medium-Light,United States,Antioquia,Colombia,6.76,91,October 2020,richtoned bittersweet tamarind candy hop flowers fir mustard seed grape leaves in aroma and cup savorysweet structure with brisk acidity full velvety mouthfeel richly drying finish with suggestions of tamarind and mustard seed,produced by felipe trujillo entirely from trees of the castillo variety of arabica and processed by the black honey method in which the skins are removed from the fruit but virtually all of the pulp is allowed to dry on the beans often resulting in a deep pungent profile jaunt coffee roasters is a san diegobased roaster and caf with an extensive coffee and food menu visit wwwjauntcoffeecom for more information,described by the roaster as funky and in the best sense fruittoned chocolaty and floral all with a sweetsavory twist
Colombia Tolima,Jaunt Coffee Roasters,Medium-Light,United States,Tolima,Colombia,14.11,90,October 2020,sweetly tart delicately fermenty notes suggesting jolly rancher chocolate fudge rum barrel baking spices sandalwood in aroma and cup sweet structure with gentle round acidity velvety mouthfeel sweetly fermenty finish with crisp chocolate fudge notes throughout,produced by katerinne gutierrez and family entirely from trees of the yellow wush wush variety of arabica and processed by the natural method jaunt coffee roasters is a san diegobased roaster and caf with an extensive coffee and food menu visit wwwjauntcoffeecom for more information,a heady colombia cup from the admired ethiopian wush wush variety processed by the natural method to bring out sweet but distinctive alcoholferment notes
Kenya Wachuri,Equator Coffees,Medium,United States,Nyeri Growing Region,South-Central Kenya,6.47,95,October 2020,sweetly spicetoned chocolaty intense freesialike flowers dark chocolate concord grape roasted macadamia nut tangerine zest in aroma and cup sweetly rich tart structure with juicy acidity lightly syrupy mouthfeel freesia and concord grape notes ring on into the long finish ,this coffee tied for the highest rating in a cupping of coffees from kenya for coffee reviews october  report composed of coffees from trees of the sl  ruiru  and batian varieties of arabica and processed at the wachuri washing station founded in  by brooke mcdonnell and helen russell equator coffees operates retail stores in the san francisco bay area and provides coffee to hundreds of wholesale accounts visit wwwequatorcoffeescom or call  for more information,richly spicetoned floral and fruitdriven roasted to a dark medium to enhance the chocolate notes inherent in the green
Kenya Baragwi Guama AB,Flight Coffee Co.,Medium-Light,United States,Kirinyaga District,South-Central Kenya,5.0,95,October 2020,crisply sweet richly savory floraltoned peach lilac ripe sungold cherry tomato almond brittle frankincense in aroma and cup sweetumami structure with jazzy acidity very syrupysmooth mouthfeel the flavorsaturated finish carries over the promise of all the flavor notes from the cup ,produced by members of the baragwi farmers cooperative society limited from trees of the sl and sl  varieties of arabica this coffee tied for the highest rating in a cupping of coffees from kenya for coffee reviews october  report flight coffee co is a coffeeloving qualityfocused roasting company based in bedford new hampshire visit wwwflightcoffeecocom or call  for more information,a classic kenya cup in its spoton balance of sweet stone fruit and savoryumami ripe tomato throughlines
Kenya ARES,Coffee Please,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,10.57,95,October 2020,berrydriven sweetly herbtoned black currant cocoa nib thyme lavender oak in aroma and cup sweettoned structure with bright acidity satiny buoyant mouthfeel rich longlasting berrytoned finish,this coffee tied for the highest rating in a cupping of coffees from kenya for coffee reviews october  report produced from trees of the admired sl and sl varieties of arabica coffee please is an artisanal roastery and cafe in taipeis beitou district famous for the nearby yangming mountain hot springs visit wwwfacebookcomcoffeepleasetw for more information,classic kenya cup profile with concentrated notes of black currant and cocoa throughout complicated by sweettoned herb and floral notes
Empress Kenya,DoDo Kaffa,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,7.82,95,October 2020,complex nuanced multilayered red currant cinnamon lavender marjoram wild honey in aroma and cup sweetly tart structure with juicy hightoned acidity very syrupy mouthfeel resonant finish fruit and floral notes carry forward and cocoa emerges,this coffee tied for the highest rating in a cupping of coffees from kenya for coffee reviews october  report produced from trees of the admired sl and sl varieties of arabica by smallholding farmers and processed at the ritho fcs handege factory wet mill dodo kaffa is a nanoroaster of specialty coffee based in taipei city taiwan since  for more information visit httpswwwfacebookcomdodokaffa,a balanced but exciting kenya cup rich floraltoned sweetly herbtoned and resounding
Kenya Kiambu AB Top Lot,Evie's Cafe,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,6.34,94,October 2020,complex nuanced multilayered black currant freesialike flowers honey nutella cedar in aroma and cup sweetly tart structure with juicy hightoned acidity syrupysmooth mouthfeel the resonant finish leads with currant and freesia notes in the short rounding to nutella and cedar in the long,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report produced from trees of the admired sl and sl varieties of arabica by smallholding farmers and processed at the ritho fcs handege factory wet mill evies caf based in chiayi taiwan specializes in fine roasted coffees as well as serving distinctive pourovers and coldbrews visit httpsmfacebookcomeviescafe for more information,a classic kenya cup saturated with distinct black currant notes supported by spicetoned florals and chocolatenut undertones
Kenya Kiambu Maua Lot AB,Kakalove Cafe,Medium-Light,Taiwan,Kiambu Growing Region,South-Central Kenya,4.6,94,October 2020,sweetly floral and delicately cocoatoned honeysuckle cocoa nib concord grape agave lemonthyme in aroma and cup hightoned structure with juicy confident acidity buoyant lively viscous mouthfeel honeysuckle and cocoa nib characterize the sweet finish,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report kakalove caf is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,a vibrant floral and cocoatoned kenya cup juicy and sweet with a particularly appealing mouthfeel
Kenya Thunguri AA,Klatch Coffee,Medium-Light,United States,Kirinyaga District,South-Central Kenya,6.45,94,October 2020,balanced richly sweetsavory deeply pungent ripe tomato black currant almond brittle jasmine oak in aroma and cup sweetsavory structure with vibrant juicy acidity full satiny nectarlike mouthfeel the resonant finish leads with notes of black currant ripe tomato and almond brittle,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report produced by smallholding members of the kibirigwi coop and comprised entirely of coffees from trees of the sl variety of arabica klatch coffee is an awardwinning smallbatch roasting company in the los angeles area whose resident barista and trainer heather perry won both the  and  united states barista championships brewing a klatch coffee espresso blend visit wwwklatchroastingcom or call  for more information,classic kenya presentation of sweet and savory in harmony dark berry and umami elements frame the cup
Kenya Kirinyaga Kabare Karani AA,Pop Coffee Works,Medium-Light,Canada,Kirinyaga District,South-Central Kenya,7.33,94,October 2020,attractively tart bright complexly layered red currant petrichor a postrain earthy note wisteria lemongrass elm in aroma and cup sweettart structure with bright juicy acidity delicate silky mouthfeel the finish centers on notes of red currant and lemongrass a pleasing coconut note surfaces in the long ,this coffee tied for the secondhighest rating in a cupping of coffees for coffee reviews october  report comprised of coffees from trees of the sl sl ruiru  and batian varieties of arabica and processed at the karani factory wet mill pop coffee works is a torontobased specialty coffee roaster with an emphasis on seasonal coffees visit wwwpopcoffeeworkscom for more information,this kenya cup leads with notes of sweet florals and red berries supported by an undercurrent of petrichor the pleasing first aroma of rain on dry earth
Kenya Kirinyaga Kii,Small Eyes Cafe,Medium-Light,Taiwan,Kirinyaga District,South-Central Kenya,8.0,94,October 2020,sweetly herbsuffused fruitdriven hints of fresh earth lemonthyme mulberry grapefruit zest petrichor a postrain earthy note myrrh in aroma and cup sweetsavory structure with bright acidity syrupysmooth mouthfeel savoryleaning richtoned finish  ,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report produced by members of the kii factory coop and comprised of coffees from trees of the sl sl ruiru  and batian varieties of arabica small eyes caf is a small familyowned coffee shop in yilan taiwan specializing in artisanally roasted specialty coffee and homemade desserts visit httpswwwfacebookcomsmalleyescafe for more information,a deep perfumy cup characterized by sweet berry and herb notes with a refreshing rainonearth note
Kenya Rungeto,Steady State Roasting,Medium-Light,United States,Kirinyaga District,South-Central Kenya,6.76,94,October 2020,deep compelling satisfying black currant dark chocolate blood orange zest lavender coconut in aroma and cup sweet in structure with richly rounded acidity plump syrupy mouthfeel coconut and lavender notes resonate into the long finish ,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report produced by members of the kii factory coop and comprised of coffees from trees of the sl sl ruiru  and batian varieties of arabica steady state roasting is an awardwinning smallbatch roastery dedicated to the craft and care of providing specialty coffee the company takes pride in sourcing unique highquality coffee direct from farmers so that customers can enjoy fine coffee at home or in the steady state tasting room in downtown carlsbad california visit wwwsteadystateroastingcom for more information,a pretty confident tropicalleaning kenya cup with coconut notes throughout pleasantly complicated by spicy florals and dark chocolate
Kenya AA Top Gatomboya,States Coffee,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,5.29,94,October 2020,deeptoned richly aromatic complex black currant honeysuckle tamarind dark chocolate sandalwood in aroma and cup sweettart structure with juicy sparkling acidity plush syrupysmooth mouthfeel the flavorsaturated finish consolidates to notes of blackcurrant and dark chocolate with hints of sandalwood ,this coffee tied for the secondhighest rating in a cupping of coffees from kenya for coffee reviews october  report produced from trees of the celebrated sl and sl varieties of arabica associated with kenyas finest coffees wetprocessed using meticulous traditional methods at the gatomboya washing station operated by the barichu cooperative society founded in  states coffee is a communityfocused coffee and bread company in the bay area of california featuring coffee roasted inhouse and artisanbaked goods beans available instore only visit wwwstatescoffeecom for more information,alive with intrigue in aroma and flavor dark berry and deep chocolate notes with undertones of perfumy aromatic wood
Finca San Carlos,El Gran Café,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,3.82,94,October 2020,richly sweet nuanced multilayered apricot star jasmine cocoa nib cashew oak in aroma and cup sweetsavory structure with delicate acidity full lightly syrupy mouthfeel rich long cocoatoned finish,produced at beneficio la esperanza assisted by the team from finca san carlos from trees of the bourbon and catuai varieties of arabica and processed by the washed method el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,a richtoned resonant complex guatemala cup sweetly fruit and floraltoned
Finca El Pintado,El Gran Café,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,4.85,93,October 2020,crisply sweet quietly resonant wisteria apricot pistachio molasses oak in aroma and cup sweetly tart savoryedged structure with round acidity full syrupy mouthfeel the persistent finish consolidates to notes of molasses and pistachio,produced at finca el pintado from trees of the bourbon and geisha varieties of arabica and processed by the washed method certified usda organic el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,a complex richtoned guatemala cup with pretty floral and stone fruit notes supported by sweet pistachiolike nut tones
La Esperanza Villa Sarchi,El Gran Café,Medium,Guatemala,Antigua Growing Region,Guatemala,4.85,92,October 2020,crisply sweet hightoned straightforward cocoa powder lime zest freshcut fir freesialike flowers walnut in aroma and cup quietly tart structure with round gently brisk acidity lightly satiny mouthfeel the richtoned finish consolidates to notes of cocoa powder and walnut with hints of flowers,produced at beneficio la esperanza exclusively from trees of the villa sarchi variety of arabica and processed by the washed method certified usda organic el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,a friendly accessible cocoaframed guatemala cup with suggestions of citrus and spicy florals throughout
La Esperanza Borbón,El Gran Café,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,4.85,90,October 2020,crisply sweettart balanced plum cocoa nib almond violet elm in aroma and cup sweettart structure with brisk acidity satinysmooth mouthfeel gently drying cocoa and nuttoned finish with elm undertones,produced at beneficio la esperanza exclusively from trees of the bourbon variety of arabica and processed by the washed method certified usda organic el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,a sweet tart pleasantly woodframed guatemala cup with notes of stone fruit and delicate florals
The Aurora Project,El Gran Café,Medium-Light,Guatemala,Antigua Growing Region,Guatemala,2.94,89,October 2020,crisply sweet balanced cocoa nib almond red grape cedar a hint of magnolia in aroma and cup sweet structure with pert acidity satinysmooth mouthfeel the gently drying finish centers around sweet nut and red grape notes with cedar undertones,produced at beneficio la esperanza from trees of the bourbon caturra and catuai varieties of arabica and processed by the washed method el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,balanced crisp perky a friendly sweet guatemala cup
5a Sur,El Gran Café,Medium,Guatemala,Antigua Growing Region,Guatemala,1.47,86,October 2020,sweetly nut and cocoatoned hazelnut cocoa powder magnolia cedar golden raisin in aroma and cup sweet structure with brisk acidity velvety mouthfeel the nuttoned finish is supported by hints of cocoa powder and cedar ,produced at beneficio la esperanza from trees of the bourbon caturra and catuai varieties of arabica and processed by the washed method el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,an accessible sweetly nutty and cocoadriven guatemala cup
5a Poniente,El Gran Café,Medium-Dark,Guatemala,Antigua Growing Region,Guatemala,1.47,86,October 2020,chocolaty sweetly smoky dark chocolate scorched mesquite lily raisin hazelnut in aroma and cup bittersweet structure with gentle acidity crisp light mouthfeel bittersweet finish with notes of chocolate and scorched mesquite,produced at beneficio la esperanza from trees of the bourbon caturra and catuai varieties of arabica and processed by the washed method el gran cafe is a coffee shop located in the heart of antigua guatemala whose mission is to roast and serve organiccertified coffees produced at its own finca la esperanza and finca el pintado just outside of town featured in el gran cafes lineup are also coffees from friends and neighbors in the region along with awardwinning and exceptional coffees from other regions of guatemala visit httpselgrancafe for more information,a classic dark roast guatemala cup with barely perceptible acidity and nice chocolate and nut tones ideal with a splash of milk
Ethiopia Natural Guji D Minor Special Lot,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,5.66,97,October 2020,luminous clear confident lively passion fruit cocoa nib lilac almond butter lemon drop in aroma and cup sweettart structure with elegantly balanced intense acidity viscous syrupy mouthfeel resonant flavorsaturated finish that carries all the aroma and flavor notes of the cup well into the long,this exceptional coffee was selected as the no  coffee on coffee reviews list of the top  coffees of  most likely produced from trees of indigenous landrace varieties of arabica unique to ethiopia and processed by the natural method kakalove caf is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,a uniquely structured naturally processed coffee that delivers sweettart fruitcentered richness juicybright acidity vibrantly viscous mouthfeel an intricately layered roller coaster of sensory pleasures
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,Kakalove Cafe,Medium-Light,Taiwan,Chiriqui,Boquete Growing Region,21.24,94,October 2020,harmoniously sweettartsavory dark chocolate pomegranate shiitake  mushroom jasmine sandalwood in aroma and cup sweetsavory structure with vibrant hightoned acidity full syrupysmooth mouthfeel the finish is a sweetsavory duet of dark chocolate and shiitake mushroom notes,produced from trees of the geisha variety of arabica and processed by the carbonic maceration natural method which usually involves fermenting whole fruit inside a sealed container that has been flushed with co kakalove caf is a nanoroaster located in the small city of chiayi in taiwan that strives to procure and roast the finest quality coffee visit wwwkakalovecafecomtw or email email protected for more information,an inviting enigmatic panama cup experimentally processed that rewards with umami richness as well as classic sweettart impulses
Costa Rica Cordillera del Fuego,Peach Coffee Roasters,Medium-Light,United States,Tarrazu,Costa Rica,10.58,94,October 2020,deeply rich sweetly spicetoned cinnamon nutmeg pear honey lavender in aroma and cup sweettart structure with lively juicy acidity silky buoyant mouthfeel the finish is spicetoned and rich,this exceptional coffee was selected as the no  coffee on coffee reviews list of the top  coffees of    produced by don luis campos of cordillera del fuego and processed by the thermic method in which beans with skins removed are heated with some of the fruit flesh or mucilage still adhering to them the exposure to heat starts to break down the natural sugars of the mucilage partially caramelizing them peach coffee roasters is an atlanta georgiabased specialty roaster visit wwwpeachcoffeeroasterscom for more information ,a spicedriven coffee redolent of winter baking a uniquely composed and compelling experimentally processed costa rica cup
Ethiopia Bombe Mountains,modcup coffee,Medium-Light,United States,Bombe Mountains,Sidama Region,7.35,94,October 2020,complexly fruittoned chocolaty dried blueberry watermelon candy chocolate fudge almond sandalwood in aroma and cup sweettart structure with winy acidity full syrupy mouthfeel the richtoned finish consolidates to blueberry chocolate fudge and sandalwood,coffees from the sidama region like this one are produced from distinctive largely indigenous ethiopian landrace varieties of arabica long grown in the region processed by the natural method dried in the whole fruit founded in  modcup coffee focuses on fresh roasting and distinctive naturalprocessed coffees visit modcupcom for more information,a clean deeply sweet very complexly expressed fruitforward coffee
Ethiopia Guji 1 Natural Hambela Lot 215,SkyTop Coffee,Medium-Light,United States,Guji Zone,Oromia Region,5.29,93,October 2020,delicately sweet berrytoned strawberry coulis cocoa nib freesialike flowers hazelnut cedar in aroma and cup sweet structure with brisk acidity crisp satiny mouthfeel cocoatoned finish with quiet strawberry notes carrying into the long,produced at hambela estate operated by exporter metad which also oversees the only privatelyowned qualitycontrol laboratory in ethiopia that carries specialty coffee association sca certification processed by the natural method dried in the whole fruit skytop coffee is a usda certifiedorganic specialty coffee roaster based in manlius new york for more information visit skytopcoffeecom,a clean delicate naturalprocessed ethiopia cup balanced and cocoatoned with hints of spicy florals throughout
Honduras Sergio Romero Single-Origin Espresso,Temple Coffee Roasters,Medium,United States,Corquin,Honduras,5.58,92,October 2020,evaluated as espresso fruitcentered sweetly nuttoned dried apricot cashew butter freesialike flowers molasses oak in aroma and small cup full velvety mouthfeel crisp gently drying nutframed finish flowers apricot and cashew carry with layered resonance into three parts milk,produced by sergio romero of la lesquinada farm exclusively from trees of the paraneima variety of arabica and processed by the natural method committed to sourcing roasting and brewing the finest coffees temple features coffee from distinguished single estates and cooperatives around the world visit wwwtemplecoffeecom or call  for more information,a singleorigin natural processed coffee from honduras roasted for espresso to highlight spicy floral and deep nut and dried fruit tones
Kenya Giakanja,Temple Coffee Roasters,Medium-Light,United States,Nyeri County,Kenya,6.91,92,October 2020,chocolaty richly sweet dark chocolate date hazelnut cedar agave syrup in aroma and cup sweettoned structure with vibrant acidity satinysmooth mouthfeel the finish centers around notes of dark chocolate and hazelnut with cedar undertones,produced by members of the giakanja coffee farmers society at the giakanja coffee factory wet mill from trees of the sl sl ruiru  and batian varieties of arabica processed by the washed method committed to sourcing roasting and brewing the finest coffees temple features coffee from distinguished single estates and cooperatives around the world visit wwwtemplecoffeecom or call  for more information,a deeptoned rich chocolaty kenya cup with a balanced structure and round acidity
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,RamsHead Coffee Roasters,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.98,94,October 2020,fruitforward richly sweet berry melange blueberry raspberry blackberry chocolate fudge sandalwood molasses narcissuslike flowers in aroma and cup sweettoned structure with juicy acidity creamy viscous mouthfeel the resonant finish centers around notes of chocolate fudge and blueberry,produced by farmer asfaw maru on his small farm in the yirgacheffe growing region and processed by the natural method ramshead coffee roasters is a familyowned company founded by bozeman montana natives caleb and laura walker ramshead specializes in direct trade microlot coffees for more information visit wwwramsheadcoffeecom,a dessertlike fruit bomb of a coffee with deep chocolate and enticing sandalwood notes throughout
Costa Rica Termico,RamsHead Coffee Roasters,Medium-Light,United States,Tarrazu Growing Region,Costa Rica,6.75,92,October 2020,crisply fruittoned richly sweetsavory grape candy sassafras almond gardenia agave syrup in aroma and cup bittersweet structure with gentle round acidity velvety mouthfeel the sweetsavory finish is characterized by notes of grape candy sassafras and almond,produced by don luis campos of cordillera del fuego and processed by the thermic method in which beans with skins removed are heated with some of the fruit flesh or mucilage still adhering to them the exposure to heat starts to break down the natural sugars of the mucilage partially caramelizing it ramshead coffee roasters is a familyowned company founded by bozeman montana natives caleb and laura walker ramshead specializes in direct trade microlot coffees for more information visit wwwramsheadcoffeecom,a fruitforward costa rica cup with savory undertones contributing balance and depth
Finca El Jardin Guatemala,Tug Hill Artisan Roasters,Medium,United States,Fraijanes Growing Region,Guatemala,4.59,91,October 2020,chocolatetoned richly sweetsavory dark chocolate hop flowers black cherry singed oak maple syrup in aroma and cup bittersweet structure with gentle round acidity velvety mouthfeel the crisp quiet finish consolidates to cocoatoned pleasantly smoky oak with a hint of black cherry,produced by pablo del cid entirely from trees of the boldbeaned pacamara variety of arabica and processed by the washed method tug hill artisan roasters is a specialty coffee roaster based in castorland new york visit httpswwwtughillartisanroasterscom for more information,a solid pacamara cup with savory undertones characteristic of this variety nicely developed in the roast to encourage chocolate notes
Coffea Diversa Rume Sudan Winey,Paradise Roasters,Light,United States,Suchitan,Guatemala,17.59,95,October 2020,delicate tropical fruity and floral strawberry guava bergamot cocoa nib sandalwood plumeria in aroma and cup sweettoned structure with juicy vibrant acidity silky buoyant mouthfeel resonant flavorsaturated very long finish,this exceptional coffee was selected as the no  coffee on coffee reviews list of the top  coffees of  produced by jose padilla and gonzalo hernandez of coffea diversa in guatemala entirely from trees of the rume sudan ethiopia landrace variety of arabica and processed by fermenting twice then drying in the whole cherry paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins the company prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,a fruit and floral bomb of a coffee from ethiopia stock processed experimentally encouraging an intricate array of tropicalleaning sensory notes 
Hawai’i Puna Anaerobic Washed,Paradise Roasters,Medium-Light,United States,Puna Growing Region,Big Island Of Hawai’I,17.59,94,October 2020,fruit and honeytoned richly sweettart lychee tamarind cocoa nib hop flowers almond brittle in aroma and cup sweetly tart structure with bright juicy acidity viscous syrupy mouthfeel fruitforward finish with honey and cocoa undertones,produced by jim chestnut and edna arakawa of arakawa estate from trees of the caturra and typica varieties of arabica and processed by the anaerobic washed method with the addition of wine yeasts paradise roasters specializes in microlot arabica and robusta coffees from asia and other emerging origins the company prides itself on quality and freshness craftroasting coffees in small batches only after orders are placed visit wwwparadiseroasterscom or call  for more information,an unusual exciting anaerobicprocessed coffee that is all fruit and honey with especially hightoned acidity
Colombia Hacienda Casablanca,Stereo Coffee Roasters,Medium-Light,Canada,Cundinamarca,Colombia,5.88,94,October 2020,richly sweettart floraltoned narcissus cocoa nib apricot almond nougat freshcut cedar in aroma and cup sweetly tart structure with bright juicy acidity full syrupysmooth mouthfeel the finish consolidates to notes of almond nougat and narcissus with cocoa nib undertones,produced by liliana caballero rojas of hacienda casablanca from trees of the castillo and geisha varieties of arabica and processed by the washed method visit wwwstereocoffeeroasterscom or email email protected for more information,an unusual blend of the workhorse castillo and celebrated geisha varieties of arabica produced this bright and juicy cocoarich colombia cup
La Union,JBC Coffee Roasters,Medium-Light,United States,Nariño Department,Southern Colombia,4.64,93,November 2020,balanced cocoatoned cocoa nib crisp pear grapefruit zest oak magnolia in aroma and cup sweettoned structure with brisk acidity full syrupy mouthfeel the cocoaforward finish is complicated by notes of grapefruit zest and magnolia,produced by smallholding members of the fudam association of southern colombia from trees of the castillo caturra and colombia varieties of arabica processed by the washed method fruit skin and pulp are removed before drying jbc coffee roasters vision is simple let the coffee lead the way through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums visit wwwjbccoffeeroasterscom or call  for more information,a classic southern colombia cup carried by delicate cocoa and citrus notes and an especially attractive quite syrupy mouthfeel
